formula,bulk_modulus_voigt,bulk_modulus_reuss,bulk_modulus_vrh,material_id
AsPdS,100.205,100.205,100.205,mp-10848
AsPdSe,95.795,95.795,95.795,mp-10849
Tb(BC)2,200.496,155.019,177.757,mp-10854
Ca(Al2Cu)4,81.199,81.174,81.186,mp-10877
Tm(BC)2,209.185,158.298,183.742,mp-10857
Ca3Al7Cu2,70.995,70.418,70.706,mp-10876
AlFeCo2,187.706,187.706,187.706,mp-10884
Er(BC)2,207.166,158.283,182.725,mp-10856
HfAlCu2,134.159,134.159,134.159,mp-10887
Sc2Al3Ru,112.19,111.576,111.883,mp-10911
AlRe2,246.279,243.108,244.694,mp-10909
Mn2AlV,185.386,185.386,185.386,mp-10895
ScAlNi2,129.687,129.687,129.687,mp-10898
MnAlRh2,185.161,185.161,185.161,mp-10894
Al3Pd2,128.271,127.512,127.891,mp-10901
Rb2PtC2,48.085,24.332,36.208,mp-10919
AlPt,179.259,179.259,179.259,mp-10904
Al3Pt2,150.494,150.041,150.267,mp-10905
Al2Ru,167.365,165.937,166.651,mp-1009834
Mg(Co3P2)2,203.746,203.67,203.708,mp-10924
TbSF,105.685,105.617,105.651,mp-10930
DyAgSb2,69.271,66.07,67.671,mp-10965
CdCN2,91.344,75.729,83.537,mp-10969
Cu2HgGeS4,64.58,64.579,64.58,mp-10952
CdCu2GeSe4,50.677,50.511,50.594,mp-10967
HoSF,110.268,110.225,110.246,mp-10931
Sn(HgSe2)2,24.119,23.677,23.898,mp-10955
Tb2Ti2S2O5,137.18,135.185,136.183,mp-10960
Sc2CdS4,69.767,69.767,69.767,mp-10953
YCuAs2,97.774,95.104,96.439,mp-10991
ScAgO2,126.002,119.284,122.643,mp-973185
ZnP2,68.456,68.431,68.444,mp-11025
Y(Al2Cu)4,104.632,104.436,104.534,mp-11029
GaCuO2,156.742,140.068,148.405,mp-4280
Ti3In3Rh2,123.851,122.728,123.289,mp-11073
Ac2O3,106.531,96.061,101.296,mp-11107
HoInRh,99.331,98.019,98.675,mp-11104
NdMgPt,77.836,77.726,77.781,mp-11091
Na5CuSO2,36.397,34.488,35.442,mp-11147
KPrTe4,26.478,23.386,24.932,mp-11132
Ba(PIr)2,104.499,89.037,96.768,mp-11169
NdMgGa,54.908,54.854,54.881,mp-11155
LiZnPS4,31.545,31.094,31.32,mp-11175
Ca3(SiIr)4,131.909,131.909,131.909,mp-11176
SmMgGa,57.22,57.171,57.196,mp-11157
SrCeN2,115.326,113.966,114.646,mp-11178
TaSi2,185.95,183.407,184.679,mp-517
Sc2Al,70.61,70.131,70.371,mp-11220
NdMgNi4,123.285,122.407,122.846,mp-11194
Sc6FeSb2,71.475,70.615,71.045,mp-11201
VAuS2,112.771,96.063,104.417,mp-11193
ScAu,103.841,103.841,103.841,mp-11256
Li3Au,33.973,33.973,33.973,mp-11247
ScAg,80.1,80.1,80.1,mp-11237
LuAu,96.113,96.113,96.113,mp-11249
MnAu2,122.078,120.78,121.429,mp-11252
MgZnAg2,75.529,75.529,75.529,mp-11236
YAl,63.776,43.066,53.421,mp-11228
LiAu3,98.057,98.057,98.057,mp-975909
Zr3Au,117.118,117.118,117.118,mp-11263
ZrAg,105.291,105.274,105.282,mp-11239
BaCd2,26.761,26.293,26.527,mp-11266
Y2Al,55.207,54.465,54.836,mp-11230
ErAu,86.918,83.583,85.251,mp-11243
Be3Nb,154.248,153.134,153.691,mp-11273
Ca3Hg2,30.443,30.437,30.44,mp-11288
BaHg2,25.563,20.954,23.258,mp-11267
Be2Re,241.546,241.533,241.539,mp-11275
Be2Nb3,166.735,166.711,166.723,mp-11272
Ta2Be,185.96,185.779,185.869,mp-11278
Be2V,158.045,158.011,158.028,mp-11281
BeRh,207.982,207.982,207.982,mp-11276
Be2W,217.897,217.896,217.897,mp-11282
HoCd3,57.201,56.331,56.766,mp-11302
ScBe5,108.702,108.551,108.626,mp-11277
ZrBe5,126.4,126.38,126.39,mp-11283
CaHg,36.327,36.327,36.327,mp-11286
Ca3(GaNi)4,70.012,49.084,59.548,mp-11285
ZrCdCu2,113.193,113.193,113.193,mp-11293
DyCd2,58.569,55.568,57.069,mp-11294
CaHg2,41.01,35.73,38.37,mp-11287
HoCd2,58.076,56.078,57.077,mp-11301
MgCd,42.727,42.62,42.673,mp-978274
CaSn3,44.225,44.225,44.225,mp-11290
BaSn3Pd,55.013,54.998,55.006,mp-11269
CaGa2,47.973,44.899,46.436,mp-992
ZrZnCu2,121.262,121.262,121.262,mp-11366
ZrCd3,78.411,78.411,78.411,mp-11313
Rb2Se,13.717,13.717,13.717,mp-11327
CaAl9Co2,87.106,87.053,87.08,mp-11350
CeAlNi,91.777,82.721,87.249,mp-11351
ScGaCu2,107.905,107.905,107.905,mp-11360
TbCu5,110.068,109.206,109.637,mp-11363
Ga2Cu,72.41,69.204,70.807,mp-11359
ZrSi,142.644,142.065,142.355,mp-893
TbF3,114.652,89.272,101.962,mp-11347
ZrP,135.947,134.721,135.334,mp-930
P2W,189.69,186.721,188.205,mp-11328
TaCo3,242.198,242.198,242.198,mp-11358
MgCuSn,78.29,78.29,78.29,mp-11361
DyTl,53.012,53.012,53.012,mp-11374
ScGa,77.067,76.233,76.65,mp-11411
TmGa2Pd,101.056,99.818,100.437,mp-11392
HfGa3,100.769,100.447,100.608,mp-11387
Ga3Ni2,118.612,117.954,118.283,mp-11397
ScGa2Ni,102.103,100.998,101.551,mp-11401
Nb3Ga2,168.026,167.786,167.906,mp-11393
TaGa3,125.97,125.682,125.826,mp-11416
GaIr,215.702,215.702,215.702,mp-11388
ScGa2,80.762,79.054,79.908,mp-11413
ScGaNi2,128.473,128.473,128.473,mp-11400
EuHg,41.48,41.48,41.48,mp-11375
HfOs,225.228,225.228,225.228,mp-11452
Er(VGa2)2,115.114,114.928,115.021,mp-11436
HfPd3,178.958,178.957,178.957,mp-1007656
NaHg2,19.877,17.66,18.769,mp-11466
Mg5Hg3,43.472,42.21,42.841,mp-11465
Hf2Pd,136.902,135.286,136.094,mp-11454
Hf2Ga3,116.714,116.546,116.63,mp-11441
PrHg,54.378,54.378,54.378,mp-11469
Ca3Al7Ag2,62.568,61.749,62.159,mp-11430
CaGa3Ni2,93.757,87.933,90.845,mp-11431
HfPt3,230.021,230.016,230.018,mp-1018054
ScHg,76.842,76.842,76.842,mp-11471
NdHg,55.951,55.951,55.951,mp-11467
HfTc,188.407,188.407,188.407,mp-11460
YGa2Ni,93.585,88.775,91.18,mp-11444
NdHg2,59.666,51.376,55.521,mp-11468
Y2(Al3Co)3,108.26,105.536,106.898,mp-11486
LaTl,46.826,46.826,46.826,mp-11488
NbPt2,242.515,241.333,241.924,mp-11514
MoIr,309.859,309.277,309.568,mp-11481
MoP4,137.289,133.596,135.442,mp-11508
MnZn3,80.961,80.961,80.961,mp-11504
HoIr,137.797,137.797,137.797,mp-11476
Ni3Mo,214.559,214.328,214.444,mp-11506
MoIr3,337.214,336.792,337.003,mp-11482
MgTl,33.764,33.764,33.764,mp-11498
LaAlGe,71.825,69.067,70.446,mp-11511
MnNi,149.566,148.944,149.255,mp-11500
LiAl2Ir,135.916,135.916,135.916,mp-11512
LuZn,67.899,67.899,67.899,mp-11496
YNiSb,88.707,88.707,88.707,mp-11520
Np,168.42,165.495,166.958,mp-11534
Ni3Sn,166.201,166.201,166.201,mp-11522
ScNi,106.024,106.024,106.024,mp-11521
NbAlRu2,230.476,230.476,230.476,mp-11537
VPd2,192.611,191.955,192.283,mp-11549
TbRh,109.058,109.058,109.058,mp-11561
ZrZnNi4,162.623,162.623,162.623,mp-11533
TmNi5,155.554,154.951,155.253,mp-11526
YTlPd,83.103,80.863,81.983,mp-11547
Sc2Pt,92.335,88.884,90.609,mp-11550
VNi2,230.451,228.562,229.507,mp-11531
ScRe2,226.168,226.145,226.157,mp-11557
NpRh3,215.446,215.446,215.446,mp-11536
TiSiRu,203.69,202.572,203.131,mp-11560
SmAl3Pd2,111.918,110.556,111.237,mp-11539
ZrOs,208.008,208.008,208.008,mp-11541
TiCrP,206.912,205.482,206.197,mp-11580
ScZn12,81.462,80.825,81.144,mp-11567
TaTc,257.672,257.672,257.672,mp-11572
TiTc,204.076,204.076,204.076,mp-11573
Lu8Te,49.89,49.865,49.878,mp-11584
PrBPt3,167.59,167.523,167.556,mp-11596
VZn3,117.948,117.948,117.948,mp-11578
TmRh,118.772,118.772,118.772,mp-11564
Zr2SN2,160.585,159.122,159.854,mp-11583
ScZn,75.344,75.344,75.344,mp-11566
NdBPt3,170.951,170.907,170.929,mp-11597
LiGaSe2,34.729,34.612,34.67,mp-11582
PrB2Ir3,236.747,226.199,231.473,mp-11594
CeB2Ir3,245.701,241.862,243.781,mp-11593
YbTl,32.524,32.524,32.524,mp-11576
ZnNiSb,96.917,96.917,96.917,mp-11621
Nd2(Zn2Ge)3,75.909,75.85,75.88,mp-11667
NbTe2,35.126,20.929,28.028,mp-1018150
TePt,54.32,39.425,46.872,mp-11693
Cs2Pd3Se4,18.535,11.527,15.031,mp-11694
BaCuSb,44.385,43.101,43.743,mp-11700
VTe2,31.377,18.896,25.137,mp-11687
Rb2Pd3S4,22.893,14.546,18.72,mp-11695
TaSb2,102.316,100.422,101.369,mp-11697
As3W2,136.43,133.509,134.969,mp-11696
Na3PS3O,25.817,25.754,25.786,mp-11738
Li4SiO4,79.133,78.846,78.989,mp-11737
RbF,25.133,25.133,25.133,mp-11718
Dy2Fe2Si2C,130.904,127.611,129.258,mp-11705
Ti6Si2B,149.981,149.313,149.647,mp-11750
K4ZnP2,17.235,16.9,17.068,mp-11719
Lu3InN,95.187,95.187,95.187,mp-11733
Lu7(NiTe)2,67.572,66.245,66.909,mp-11752
RbUO3,132.148,132.148,132.148,mp-11775
Lu6Sb2Mo,65.155,64.369,64.762,mp-11755
LaCuSe2,57.565,55.642,56.604,mp-11790
Ti5Se4,84.428,84.424,84.426,mp-11765
SmCuSe2,64.13,61.833,62.981,mp-11793
LiMgSnPt,86.934,86.934,86.934,mp-11806
BaSnHg,33.263,28.689,30.976,mp-11819
BaCdGe,35.86,33.434,34.647,mp-11816
ScNi4Sn,140.435,140.435,140.435,mp-11808
LiPt,120.132,106.753,113.442,mp-11807
BaZnGe,40.145,39.601,39.873,mp-11818
ErSbPd,90.514,90.514,90.514,mp-11836
CaPd5,115.704,114.476,115.09,mp-11826
Ca3PN,63.211,63.211,63.211,mp-1013540
Ca3GeN,55.627,55.627,55.627,mp-11822
HfSnPd,123.996,123.996,123.996,mp-11869
Hg2Rh,88.871,87.666,88.269,mp-11870
TlAsPd5,136.621,136.484,136.553,mp-11873
Mg(BeN)2,184.742,184.648,184.695,mp-11917
BaNiSn3,46.969,46.022,46.496,mp-11879
Sr(BeN)2,119.147,90.494,104.82,mp-11919
Ca(BeN)2,132.753,91.52,112.136,mp-11918
MgIr2,197.472,197.207,197.34,mp-11883
YbSnRh,84.762,80.96,82.861,mp-11973
CeCdNi4,121.691,121.691,121.691,mp-12006
HoSnRh,109.323,107.965,108.644,mp-11971
HoCdCu4,104.872,104.872,104.872,mp-12007
CaSn2Ir,76.069,74.606,75.338,mp-11957
Er2Al3Si2,89.743,89.293,89.518,mp-12004
CaSn2Rh,67.954,65.871,66.913,mp-11959
LiSnAu,62.143,55.767,58.955,mp-11977
Ce2CdPt2,86.432,73.931,80.182,mp-11964
TmSnRh,111.914,110.479,111.197,mp-11974
Tm2Al3Si2,90.474,90.015,90.245,mp-12005
YMgTl,53.893,53.818,53.855,mp-11984
LiAlAg2,71.27,71.27,71.27,mp-11947
CaSn2Pd,59.794,57.593,58.694,mp-11958
KAg2AsO4,61.178,50.174,55.676,mp-12015
ErCdCu4,101.387,101.387,101.387,mp-12008
Li2CuP,62.755,54.386,58.571,mp-12029
Lu(FeB)2,188.882,186.603,187.743,mp-12061
Sm(SiIr)2,167.829,165.959,166.894,mp-12097
UAu2,114.071,108.122,111.096,mp-12072
K(CoS)2,59.299,54.806,57.052,mp-12079
Er(PRu)2,170.795,168.618,169.707,mp-12058
Sm(PRu)2,149.539,134.7,142.12,mp-12059
LaCd2,47.782,42.745,45.263,mp-12055
Ba(BIr)2,112.417,88.186,100.302,mp-12073
Lu(SiNi)2,128.95,128.422,128.686,mp-12100
Tb(FeB)2,129.323,127.228,128.275,mp-12075
CrIr3,307.958,307.958,307.958,mp-12083
Cu3Pt,169.333,169.333,169.333,mp-12086
K(PRh)2,64.365,44.126,54.245,mp-12098
Lu(SiOs)2,179.775,179.753,179.764,mp-12101
Y(FeB)2,127.336,125.791,126.563,mp-12077
RbO2,20.936,20.751,20.844,mp-12105
NbSi2,176.089,173.942,175.016,mp-2478
ZrRe2,252.923,252.922,252.922,mp-12109
Li2MgIn,29.856,29.856,29.856,mp-12128
VPt2,247.119,246.223,246.671,mp-12108
Te2O5,57.483,37.691,47.587,mp-12177
CaCuF4,75.672,73.714,74.693,mp-12266
CaAgP,67.644,67.602,67.623,mp-12277
Li5Tl2,24.464,24.145,24.305,mp-12283
ErSi2Ni,126.883,126.3,126.591,mp-12382
PrSnRh,97.014,96.889,96.952,mp-12381
Ba2YTaO6,136.015,135.813,135.914,mp-6613
K(USe3)2,39.392,32.88,36.136,mp-12414
LiBF4,14.96,14.713,14.836,mp-12403
Sr2TaGaO6,159.316,159.013,159.165,mp-12427
Er3Al3NiGe2,85.394,85.175,85.284,mp-12388
SrCuSF,65.597,65.528,65.563,mp-12444
ScPPt,153.506,145.566,149.536,mp-12480
Ti2GaC,139.143,138.665,138.904,mp-12537
LuAgSn,75.274,73.172,74.223,mp-12505
Ti2Te2P,35.571,6.616,21.093,mp-12527
SrNi3Ge2,95.884,88.747,92.315,mp-12521
La2Hf2O7,160.548,160.548,160.548,mp-12533
KAg2PS4,40.68,32.872,36.776,mp-12532
PrAl3,66.405,65.296,65.851,mp-12553
SrNi2Ge,73.799,66.043,69.921,mp-12520
AlCuPt2,194.341,193.985,194.163,mp-12550
SrCuAs,59.186,56.356,57.771,mp-12557
LiMgAs,46.549,46.549,46.549,mp-12558
Dy2C,59.503,54.859,57.181,mp-12574
HfBeSi,147.947,146.463,147.205,mp-12571
LaNiSn,74.38,72.192,73.286,mp-12613
TaAs2,134.335,131.954,133.144,mp-12561
MoRh,265.478,265.093,265.285,mp-12595
Li2CdSn,35.899,35.899,35.899,mp-12580
CuPt7,229.485,229.485,229.485,mp-12608
Ca2Cu,24.254,24.046,24.15,mp-12614
ScIr3,243.259,243.259,243.259,mp-12593
MnAu4,130.329,130.206,130.268,mp-12565
CrRh3,230.758,230.758,230.758,mp-12585
BaPdF4,53.804,53.686,53.745,mp-12623
TiAu4,146.241,146.198,146.22,mp-12635
SrPdF4,63.12,62.517,62.819,mp-12622
MgSeO4,64.937,56.877,60.907,mp-12630
Mn2Nb,223.713,223.235,223.474,mp-12659
TbNbO4,138.167,130.088,134.127,mp-12647
HfAl2,119.553,119.474,119.513,mp-12657
Dy2SO2,120.56,120.144,120.352,mp-12669
Mg2Rh,71.46,56.14,63.8,mp-12693
PrZnNi,64.23,62.247,63.238,mp-12703
LaAl,52.96,52.224,52.592,mp-12684
Ca3Au4,52.334,51.649,51.992,mp-12699
MnAu,113.631,113.59,113.61,mp-12674
NbPt3,249.261,249.247,249.254,mp-12700
PrZnPd,77.517,77.285,77.401,mp-12710
LiTlPd2,94.215,94.112,94.163,mp-12716
NdSn2,56.013,54.256,55.135,mp-12701
YMgPd,71.356,71.355,71.355,mp-12696
Zr4Al3,107.698,107.632,107.665,mp-12752
MgPd3,129.075,129.074,129.074,mp-7753
SrZn,24.579,23.719,24.149,mp-12724
NdAl3Pd2,109.975,108.637,109.306,mp-12734
BeAu2,138.167,136.409,137.288,mp-12761
Zn2CuAu,112.429,111.796,112.113,mp-3648
GdC2,86.406,78.544,82.475,mp-12765
PrB6,173.84,173.84,173.84,mp-12762
MgPd2,115.441,114.634,115.038,mp-12741
CaAu,47.86,46.473,47.167,mp-12723
Zr6Al2Co,105.456,105.424,105.44,mp-12760
SmC2,110.976,102.051,106.514,mp-12764
Ni3Pt,202.169,202.169,202.169,mp-12798
ScAl2Ni,95.73,94.58,95.155,mp-12781
AlCu3,131.667,131.504,131.586,mp-1008555
Sr(CdGa)2,43.818,43.612,43.715,mp-12783
YbAl2Ni,69.918,57.485,63.701,mp-12782
Ba3SbN,26.429,26.269,26.349,mp-1013708
BaEr2F8,86.718,84.2,85.459,mp-12803
VOs,284.95,284.95,284.95,mp-12778
ThCu6,117.435,117.272,117.353,mp-12834
Cu2HgGeSe4,53.307,53.305,53.306,mp-12855
Sr3CrN3,50.728,44.566,47.647,mp-12906
HoSi,93.272,93.256,93.264,mp-12900
YAgTe2,39.458,39.436,39.447,mp-12903
SrPIr,98.247,98.247,98.247,mp-12923
Ba(BeN)2,105.735,90.63,98.183,mp-12927
HfGaAu,133.895,128.955,131.425,mp-12952
SmTaO4,152.033,144.479,148.256,mp-12931
CuBS2,117.328,117.299,117.314,mp-12954
Yb(FeP3)4,157.162,157.162,157.162,mp-12956
ZrGaAu,127.536,121.414,124.475,mp-12951
Zr6Sb2Pt,119.048,118.175,118.611,mp-12972
ErNi4B,160.941,158.635,159.788,mp-12965
Zr6FeSb2,111.71,110.797,111.254,mp-12962
YSn2,60.287,58.435,59.361,mp-13010
MgTe,35.367,35.367,35.367,mp-1008786
Ti2AlC,137.24,136.967,137.103,mp-12990
LuNiPb,87.157,86.297,86.727,mp-13074
YAl2Ni,94.812,92.796,93.804,mp-13094
YMgAl,57.548,57.508,57.528,mp-13090
CeGe3Rh,95.289,95.257,95.273,mp-13121
Hf2CS,179.147,178.73,178.939,mp-13137
YAlNi,92.979,92.902,92.941,mp-13095
NaZnAs,36.79,35.925,36.358,mp-13097
CeZn3Pd2,102.806,96.481,99.644,mp-13118
Hf2Ag,111.261,110.938,111.1,mp-13155
BaAlSi,50.166,47.284,48.725,mp-13149
YZnGe,78.935,74.685,76.81,mp-13160
YMgCu4,90.416,90.416,90.416,mp-13172
HfAg,114.293,113.94,114.117,mp-13156
Ti2Pd,142.114,141.254,141.684,mp-13164
YMgCu,60.154,60.033,60.094,mp-13171
KRb2GaF6,35.653,35.653,35.653,mp-13190
LuCuSn,80.36,77.638,78.999,mp-13200
YCuSn,78.834,77.155,77.995,mp-13202
ScCuSn,89.847,88.247,89.047,mp-13203
Mg2Pt,70.804,70.583,70.693,mp-13208
BaLiP,39.458,39.268,39.363,mp-10615
Ce2Mo2C3,139.667,132.547,136.107,mp-13263
ScInCu4,114.133,114.133,114.133,mp-13240
CeMgZn2,51.635,51.635,51.635,mp-13254
CaAg2,50.113,47.072,48.592,mp-13270
BaAlGe,44.048,42.168,43.108,mp-13272
SrLiP,45.161,44.129,44.645,mp-10614
SrAlGe,48.936,43.64,46.288,mp-13311
ScTlSe2,41.871,41.66,41.765,mp-13313
ScTlS2,50.127,50.049,50.088,mp-13312
ScTlTe2,32.626,32.381,32.504,mp-13314
LiGeRh2,168.2,168.2,168.2,mp-13322
LiIn2Rh,90.326,90.326,90.326,mp-13396
Yb(MnSi)2,102.316,100.711,101.513,mp-13398
Dy2AlCo2,83.728,81.99,82.859,mp-13431
Lu(NiGe)2,113.637,113.635,113.636,mp-13399
BePd2,166.284,166.105,166.194,mp-13452
Zn13Rh,88.86,87.979,88.419,mp-13447
NaCdSb,32.775,31.812,32.293,mp-13459
HfSb,101.763,99.715,100.739,mp-13450
YbGa2,52.008,40.958,46.483,mp-13449
FeNiPt2,212.35,211.252,211.801,mp-13463
PrMgNi4,113.482,113.482,113.482,mp-13436
BePd3,160.644,157.08,158.862,mp-13453
HfSiRh,189.86,189.591,189.725,mp-13472
CeAl4Co,88.893,88.212,88.552,mp-13504
TmCoC2,182.373,161.643,172.008,mp-13502
ScZn2,81.142,81.113,81.128,mp-13503
CeSi2Ir3,195.868,195.14,195.504,mp-13475
ErCoC2,185.865,168.949,177.407,mp-13501
LiErGe,61.847,57.854,59.851,mp-13474
CaNiGe2,77.79,70.788,74.289,mp-13512
ZrPd,140.205,134.399,137.302,mp-13495
HoInIr,112.595,110.483,111.539,mp-13525
Na2ZnGe,23.222,23.056,23.139,mp-13520
Tb2ZnNi2,77.926,63.394,70.66,mp-13535
Cs2Pt,14.1,11.136,12.618,mp-13548
Mg(ScGa)2,69.494,69.184,69.339,mp-13570
ScSiPt2,175.255,172.245,173.75,mp-13572
SrNiGe2,67.548,65.603,66.576,mp-13513
TbZnNi,78.254,78.121,78.188,mp-13536
ZrGeTe4,18.872,8.825,13.848,mp-13542
BaIrF6,30.741,22.675,26.708,mp-13545
ZnPbF6,24.775,15.475,20.125,mp-13610
TiCdO3,151.999,145.541,148.77,mp-1016846
HfGe2,112.776,110.989,111.883,mp-13683
PdS2,40.173,2.991,21.582,mp-13682
Ca4Sb2O,49.257,49.062,49.159,mp-13660
Li3PO4,71.007,70.957,70.982,mp-2878
Rb2NaErF6,34.753,34.753,34.753,mp-13815
Ba2MgUO6,104.102,104.102,104.102,mp-13811
Tl2Pt2O7,170.426,170.426,170.426,mp-13801
K2NaTlF6,37.066,37.066,37.066,mp-13798
K2NaCuF6,42.815,42.815,42.815,mp-13797
Cs2NaErF6,31.129,31.129,31.129,mp-13816
B3Ru2,305.703,294.714,300.208,mp-13854
P3Ir,170.079,170.079,170.079,mp-13853
PdF4,42.521,31.908,37.214,mp-13868
Sr(CuO)2,79.085,56.96,68.022,mp-13900
ZnSnF6,26.371,16.341,21.356,mp-13903
Ba(AgGe)2,56.017,55.894,55.955,mp-13910
Cs2NaYF6,32.42,32.42,32.42,mp-13925
LiNi2Sn,112.914,112.914,112.914,mp-13915
Ba(ZnSn)2,43.521,43.508,43.515,mp-13920
CdSnF6,17.005,7.467,12.236,mp-13907
LiCo2Ge,154.032,154.032,154.032,mp-13914
LiCaSi2,49.887,45.793,47.84,mp-13916
HfGeTe,94.059,93.298,93.679,mp-13964
Li3AlN2,102.784,102.784,102.784,mp-13944
Cs2HfF6,19.631,19.118,19.374,mp-13948
HfSiSe,98.987,41.406,70.196,mp-13962
Nb5(CuSi)4,180.219,180.197,180.208,mp-13967
Rb2ZrF6,20.36,19.573,19.966,mp-13946
Rb2HfF6,21.943,21.638,21.791,mp-13947
HfSiTe,51.311,15.662,33.487,mp-13963
Cd(GaTe2)2,25.445,25.273,25.359,mp-13949
Ti3NiS6,74.83,72.309,73.57,mp-13993
CdCu2GeS4,68.869,68.555,68.712,mp-13982
ZnPdF6,43.977,36.63,40.303,mp-13983
Cs2Pt3S4,27.557,12.996,20.277,mp-13992
K3As,12.83,12.829,12.83,mp-14018
BaGeF6,49.869,49.389,49.629,mp-14006
Zr3O,131.914,131.204,131.559,mp-1017
Rb2NaRhF6,40.086,40.086,40.086,mp-14038
K2NaRhF6,43.639,43.639,43.639,mp-14039
RbAlO2,91.475,91.475,91.475,mp-14070
TlCuSe2,48.839,48.834,48.836,mp-14090
AlAgSe2,52.505,52.339,52.422,mp-14091
AlAgTe2,42.202,42.197,42.2,mp-14092
Rb2PdF6,12.393,12.393,12.393,mp-14088
CsAlO2,92.213,92.213,92.213,mp-14069
CuRhO2,174.168,152.805,163.487,mp-14116
LiRhO2,120.402,108.313,114.358,mp-14115
LiYGe,60.016,58.991,59.504,mp-14209
LiYSi,63.021,61.823,62.422,mp-14208
K3Cu3As2,24.254,23.555,23.904,mp-14205
CoP2,165.381,163.292,164.337,mp-14285
Cs2Pt3Se4,21.44,8.897,15.169,mp-14338
Yb2(NiB2)3,168.003,165.736,166.869,mp-14344
CaSn(BO3)2,117.522,104.806,111.164,mp-14398
NaGe2N3,135.299,134.619,134.959,mp-14433
Y(BIr)2,198.149,195.92,197.034,mp-14622
NdCoGe3,92.979,92.939,92.959,mp-14625
Ca3MnN3,88.187,88.09,88.138,mp-14763
Li7TaN4,82.815,82.815,82.815,mp-14753
Mg2SiPt,101.369,94.77,98.07,mp-14793
KPt2Se3,28.954,20.256,24.605,mp-14796
RbPt2Se3,27.7,19.734,23.717,mp-14797
Li7NbN4,81.654,81.654,81.654,mp-14827
Si4P4Ru,120.086,119.864,119.975,mp-14983
Nd(PdO2)2,151.1,144.866,147.983,mp-15051
Y(PdO2)2,156.837,154.408,155.622,mp-15053
Cs2CaF4,32.667,32.423,32.545,mp-15157
Lu4C7,130.342,125.826,128.084,mp-15178
Pr2S3,73.152,72.436,72.794,mp-15179
CrSbSe3,32.824,29.902,31.363,mp-15236
Li3AlF6,49.11,46.254,47.682,mp-15254
Cu2GeS3,72.839,72.796,72.817,mp-15252
Rb2NaHoF6,34.424,34.311,34.367,mp-15318
Hf6NiSb2,132.337,130.194,131.265,mp-15297
ScCuSi,113.966,113.659,113.813,mp-15322
Rb2As3,12.068,11.546,11.807,mp-15556
ZnRhF6,40.829,30.288,35.559,mp-15637
CaMgGe,46.933,46.678,46.805,mp-15641
HgRhF6,26.711,22.802,24.756,mp-15639
SrMgGe,40.843,39.138,39.991,mp-15643
As2Ir,153.229,150.863,152.046,mp-15649
YAsPt,117.808,104.586,111.197,mp-15695
NaSe,22.131,21.731,21.931,mp-15668
Ti3Te4,52.393,51.951,52.172,mp-15669
K2CuAs,22.375,22.284,22.329,mp-15684
PaAs,116.084,116.084,116.084,mp-15694
NiSe,109.927,109.147,109.537,mp-662
Sc4C3,113.058,113.058,113.058,mp-15661
SrMgSi,44.15,42.028,43.089,mp-15642
Li2CuAs,55.14,47.425,51.282,mp-15686
Na2CuAs,32.197,31.599,31.898,mp-15685
Sb2Pt3,136.389,135.408,135.898,mp-15659
KNa2Sb,18.878,18.878,18.878,mp-15724
KSmS2,41.017,39.962,40.489,mp-15783
KLaS2,38.035,36.27,37.153,mp-15781
Zn(GaSe2)2,36.721,36.572,36.647,mp-15776
Zn(GaTe2)2,29.646,29.616,29.631,mp-15777
Mg2SiNi3,125.617,123.803,124.71,mp-15779
MgPPt5,197.583,197.091,197.337,mp-15780
MgNiSb,83.144,83.144,83.144,mp-15778
LiDyS2,50.635,47.458,49.046,mp-15789
LiErS2,51.552,48.491,50.021,mp-15791
LiTbSe2,41.543,39.559,40.551,mp-15793
LiYS2,49.95,46.843,48.397,mp-15788
LiDySe2,42.106,40.131,41.119,mp-15795
SrLi4N2,52.674,52.657,52.666,mp-15845
LiHoSe2,41.42,39.501,40.461,mp-15796
LiNdGe,54.991,54.059,54.525,mp-15821
Mn3Al9Si,120.705,108.63,114.667,mp-15819
LiHoGe,61.64,60.596,61.118,mp-15820
Li2US3,43.29,41.903,42.596,mp-15885
DyRh3C,199.853,199.853,199.853,mp-15856
Cu2SiSe3,63.426,63.359,63.392,mp-15896
Li5AlO4,80.946,80.887,80.916,mp-15960
HfPRu,220.141,220.09,220.115,mp-15963
Sm(CoSi)2,118.795,118.509,118.652,mp-15968
Gd2ReO5,138.28,133.76,136.02,mp-15922
Hf3Sb,115.125,114.924,115.025,mp-15964
As2Rh,135.746,133.136,134.441,mp-15954
Gd2TeO2,75.129,72.717,73.923,mp-16035
Sm2TeO2,76.635,74.008,75.322,mp-16033
Li3AuS2,40.231,40.141,40.186,mp-15999
Hf(CuP)2,128.883,128.784,128.834,mp-15986
Zr3(Cu2Ge)2,133.407,133.035,133.221,mp-15985
Tb2TeO2,81.361,78.582,79.972,mp-16036
Hf3(Cu2Si)2,145.641,145.4,145.521,mp-15987
Pr2TeO2,71.402,69.297,70.35,mp-16032
Sr3TaGa3(SiO7)2,94.206,92.715,93.461,mp-16136
KAgSe,27.616,27.608,27.612,mp-16236
Th(SiAu)2,128.905,126.327,127.616,mp-16250
BaCaSi,31.116,31.073,31.094,mp-16253
Ca(GeIr)2,118.09,115.891,116.99,mp-16259
CaZnSi,59.062,49.789,54.426,mp-16266
Dy2CdS4,62.141,62.141,62.141,mp-16267
CaSbAu,59.426,45.012,52.219,mp-16245
