formula,bulk_modulus_voigt,bulk_modulus_reuss,bulk_modulus_vrh,material_id
TbAl2,79.498,79.498,79.498,mp-756
Yb3Ge5,44.175,43.492,43.833,mp-767
La2Sb,49.851,49.375,49.613,mp-759
TiP,139.599,138.571,139.085,mp-739
Sb2Au,72.555,72.555,72.555,mp-738
Li3As,34.872,34.746,34.809,mp-757
BaPt2,103.144,103.144,103.144,mp-747
FeSe2,125.794,125.142,125.468,mp-760
Li3P,39.582,39.455,39.519,mp-736
SmN,145.3,145.3,145.3,mp-749
As2Ru,152.996,148.764,150.88,mp-766
Te2Pd,55.094,51.012,53.053,mp-782
Ca5Si3,40.879,40.316,40.597,mp-793
TmB2,175.11,174.904,175.007,mp-800
GaN,172.144,172.144,172.144,mp-804
DySe,81.802,81.802,81.802,mp-814
LaCd,45.631,45.631,45.631,mp-776
NiSb,108.461,107.785,108.123,mp-810
MnAl,128.984,116.074,122.529,mp-771
LuPt3,182.998,182.998,182.998,mp-790
DyPd3,127.136,127.136,127.136,mp-797
BaPt5,150.943,144.526,147.734,mp-811
MnSb,56.906,56.743,56.824,mp-1009217
TiCo,351.113,351.113,351.113,mp-823
KN3,20.881,20.154,20.517,mp-827
ThN,176.864,176.864,176.864,mp-834
TbZn,57.624,57.624,57.624,mp-836
V3Au,186.748,186.748,186.748,mp-839
TmAl2,83.144,83.144,83.144,mp-858
SmRh2,146.007,146.007,146.007,mp-840
Li2O2,72.955,72.346,72.65,mp-841
ErNi5,151.9,151.572,151.736,mp-853
Ca3N2,67.434,67.434,67.434,mp-1013524
RuO2,256.936,247.527,252.231,mp-1008785
TmTl3,46.269,46.269,46.269,mp-817
ErPd,95.906,95.906,95.906,mp-851
SnO2,176.318,167.548,171.933,mp-1390618
CaPd2,93.613,93.613,93.613,mp-833
CaPt2,132.905,132.905,132.905,mp-842
SiNi3,209.083,209.083,209.083,mp-828
SiRh,201.301,189.797,195.549,mp-818
ScNi2,142.02,142.02,142.02,mp-850
CaB6,146.893,146.893,146.893,mp-865
NpSn3,54.068,54.054,54.061,mp-881
FeSi,201.745,201.745,201.745,mp-871
CaAs,46.169,46.098,46.134,mp-888
ZnPt,174.463,173.929,174.196,mp-894
Ga2O3,156.516,154.573,155.545,mp-886
ErCd,59.501,59.501,59.501,mp-867
Er2In,56.247,55.695,55.971,mp-877
LaF3,102.33,101.894,102.112,mp-323
NdIr2,183.307,183.307,183.307,mp-890
La3Te4,50.175,50.175,50.175,mp-879
HoN,167.77,167.77,167.77,mp-883
BaSn,28.5,28.273,28.386,mp-872
ScPt,137.028,137.028,137.028,mp-892
TaAl3,132.439,132.39,132.414,mp-869
NdSi2,82.467,81.161,81.814,mp-884
CoPt3,227.99,227.99,227.99,mp-922
Hg4Pt,60.904,60.904,60.904,mp-936
ThP,112.228,112.228,112.228,mp-931
PrIr2,179.692,179.692,179.692,mp-946
YRh2,152.291,152.291,152.291,mp-921
Au2S,66.577,66.577,66.577,mp-947
YCd,56.99,56.99,56.99,mp-915
HoTe,65.126,65.126,65.126,mp-919
YAs,75.352,75.352,75.352,mp-933
GeTe,37.905,28.127,33.016,mp-938
NaZn13,64.356,64.356,64.356,mp-950
As2Se3,12.244,2.793,7.518,mp-909
CoPt,218.832,217.668,218.25,mp-949
CuP2,88.269,87.094,87.682,mp-927
ScGa3,73.065,73.065,73.065,mp-932
NiPt,217.073,216.219,216.646,mp-945
CeRh2,144.079,144.079,144.079,mp-951
SrF2,65.882,65.882,65.882,mp-981
BaB6,141.127,141.127,141.127,mp-954
K2O,27.218,27.218,27.218,mp-971
TmPd3,132.296,132.296,132.296,mp-982
NbZn3,118.284,118.284,118.284,mp-953
LaAl3,62.476,61.451,61.963,mp-959
USi2,122.842,118.737,120.789,mp-980
SF6,5.711,5.385,5.548,mp-975
ZnCu,116.179,116.179,116.179,mp-987
MoPt2,271.919,271.684,271.801,mp-952
LuIn3,54.557,54.557,54.557,mp-977
TmCu,74.896,74.896,74.896,mp-985
ZrSb2,81.633,81.461,81.547,mp-979
HoAu2,101.95,99.714,100.832,mp-990
DySb,60.478,60.478,60.478,mp-1007
TaRh3,260.037,260.037,260.037,mp-1020
ThAu2,113.252,101.591,107.422,mp-1025
FeP,212.361,202.504,207.432,mp-1005
GdCd,53.093,53.093,53.093,mp-1031
K2S,18.259,18.259,18.259,mp-1022
Si3N4,234.755,234.383,234.569,mp-988
OsO2,288.276,274.124,281.2,mp-996
BaF2,54.086,54.086,54.086,mp-1029
YP,85.85,85.85,85.85,mp-994
BaTe,28.286,28.286,28.286,mp-1000
HfRh3,215.169,215.169,215.169,mp-1027
Nd2O3,124.063,124.063,124.063,mp-1045
TiNi,152.412,141.091,146.751,mp-597
HfSi,151.561,151.123,151.342,mp-1042
UIr3,303.949,303.949,303.949,mp-1044
Ni3S4,119.054,119.054,119.054,mp-1050
LaSb,49.747,49.747,49.747,mp-1065
NbSn2,96.935,96.753,96.844,mp-1046
NdCd,48.816,48.816,48.816,mp-1059
MgCu2,91.482,91.482,91.482,mp-1038
LiAl,48.228,48.228,48.228,mp-1067
NaAu2,71.011,71.011,71.011,mp-1052
PrPt5,181.805,181.19,181.498,mp-1037
Tb2O3,141.499,141.499,141.499,mp-1056
CdSe,44.38,44.379,44.379,mp-1070
NdZn,52.019,52.019,52.019,mp-1053
Al3Ni2,131.505,130.976,131.24,mp-1057
CaCd,31.367,31.367,31.367,mp-1073
TaC,323.894,323.894,323.894,mp-1009832
V3S4,98.374,95.719,97.046,mp-1081
CeS,87.161,87.161,87.161,mp-1006886
ThGe,86.356,86.356,86.356,mp-1093
BaO2,65.763,64.558,65.16,mp-1105
B2Ru,286.044,280.642,283.343,mp-1077
KB6,133.72,133.72,133.72,mp-1076
SrS,48.468,48.468,48.468,mp-1087
NiGe,139.543,134.577,137.06,mp-1099
TmAs,79.857,79.857,79.857,mp-1101
TiIr3,294.735,294.735,294.735,mp-1089
LuN,178.449,178.449,178.449,mp-1102
TaB,286.236,286.033,286.134,mp-1097
TaB2,304.206,302.122,303.164,mp-1108
BW2,329.553,329.552,329.552,mp-1113
GaCo,173.828,173.828,173.828,mp-1121
ScIr,166.725,166.725,166.725,mp-1129
SmPt2,156.601,156.601,156.601,mp-1127
SiNi2,196.062,186.739,191.4,mp-507
Li2S,40.49,40.49,40.49,mp-1153
VP,179.138,159.512,169.325,mp-1114
HgS,50.248,50.248,50.248,mp-634
NdCu5,102.286,101.477,101.881,mp-1140
GaSb,44.793,44.793,44.793,mp-1018059
MgZn2,63.358,63.182,63.27,mp-1124
Al2O3,232.111,229.896,231.003,mp-2637304
TiB2,256.596,251.843,254.22,mp-1145
TiRh3,228.591,228.591,228.591,mp-1152
ThS2,90.983,89.936,90.46,mp-1146
SiIr,225.979,204.02,215.0,mp-1128
CdO,127.369,127.369,127.369,mp-1132
LiF,69.649,69.649,69.649,mp-1138
URh3,214.274,214.274,214.274,mp-1150
HfTe5,19.029,4.517,11.773,mp-1168
ThIr2,203.203,203.203,203.203,mp-1187
MgRh,115.355,115.355,115.355,mp-1172
PrAl2,73.605,73.605,73.605,mp-1189
ZrS2,30.289,7.834,19.062,mp-1186
RbAu5,77.848,66.143,71.996,mp-1209
ErAl2,82.064,82.064,82.064,mp-1208
DyNi5,152.237,151.884,152.06,mp-1179
LuPd3,134.504,134.504,134.504,mp-1158
CF4,4.682,4.595,4.638,mp-1167
ScCu,86.854,86.854,86.854,mp-1169
ThC,97.603,97.603,97.603,mp-1164
ZnSe,56.491,56.491,56.491,mp-380
ThCd2,66.817,65.977,66.397,mp-1210
HoMg,41.356,41.356,41.356,mp-1199
SnS2,25.276,2.249,13.762,mp-1170
Sb2Te3,24.104,14.084,19.094,mp-1201
CdPt,140.028,139.754,139.891,mp-1194
CuF2,78.134,55.759,66.947,mp-1229
Ti2O,183.434,182.945,183.19,mp-1215
Sb2Ir,118.882,115.916,117.399,mp-1247
Sb3Ir,98.2,98.2,98.2,mp-1239
V3Ge,184.157,184.157,184.157,mp-1221
ScCd,67.024,67.024,67.024,mp-1211
MgF2,92.741,91.679,92.21,mp-1180279
Be5Au,138.173,138.173,138.173,mp-1220
HgO,26.433,18.351,22.392,mp-1224
HoS,99.911,99.911,99.911,mp-1240
NdAg,55.86,55.86,55.86,mp-1236
Sr2N,26.387,22.953,24.67,mp-1245
BaGa2,36.155,35.684,35.919,mp-1219
Lu2In,58.681,58.072,58.376,mp-1250
TiIr,227.391,227.38,227.385,mp-1235
HoGa2,78.746,69.712,74.229,mp-1256
MgO,151.45,151.45,151.45,mp-775808
PtO2,212.055,206.553,209.304,mp-617
BaSe,35.501,35.501,35.501,mp-1253
ErIn3,55.358,55.358,55.358,mp-1291
SrPd5,107.367,105.234,106.301,mp-1260
EuZn,37.377,37.377,37.377,mp-1261
SmS,90.438,90.438,90.438,mp-1269
TaN,306.824,305.785,306.305,mp-1009833
Zr2Si,127.313,127.272,127.293,mp-1278
SiMo3,251.363,251.363,251.363,mp-1275
YbAl3,59.791,59.791,59.791,mp-1259
Na2Se,23.909,23.909,23.909,mp-1266
ThAl3,85.62,85.571,85.595,mp-1306
MgS,74.305,74.305,74.305,mp-1315
CdSb,39.225,38.881,39.053,mp-1321
CoSb3,84.037,84.037,84.037,mp-1317
Ga2Se3,28.319,27.418,27.869,mp-1340
SiPt2,208.362,203.855,206.108,mp-1024071
NdMg,37.564,37.564,37.564,mp-1327
YCd2,57.592,53.307,55.449,mp-1331
Y2C,61.497,56.983,59.24,mp-1334
PdO,162.329,149.115,155.722,mp-1336
LiGa,42.172,42.172,42.172,mp-1307
Si3Mo5,241.254,240.291,240.773,mp-1332
ZrN,247.481,247.481,247.481,mp-1009836
Mg2Si,54.228,54.228,54.228,mp-1367
Th3P4,108.466,108.466,108.466,mp-1347
DyIr2,198.438,198.438,198.438,mp-1358
B6O,231.913,225.466,228.689,mp-1346
BaO,68.281,68.281,68.281,mp-1008500
Sb2Pd,87.651,87.651,87.651,mp-1356
P3Rh,149.168,149.168,149.168,mp-1357
SrPt2,117.262,117.262,117.262,mp-1349
CaP,52.802,52.748,52.775,mp-1345
ThCu2,97.108,91.933,94.521,mp-1377
YNi,78.142,75.054,76.598,mp-1364
NbIr,259.362,258.274,258.818,mp-1359
IrSe2,106.232,105.488,105.86,mp-1361
Zn3Ru,135.478,135.432,135.455,mp-1380
LiC,42.525,39.013,40.769,mp-1378
Zn8Cu5,105.749,105.749,105.749,mp-1368
TiNi3,189.934,189.843,189.888,mp-1409
AlAu,109.101,75.774,92.438,mp-1399
VRu,230.974,230.974,230.974,mp-1395
FeNi3,199.381,199.381,199.381,mp-1007855
CeZn2,54.805,44.585,49.695,mp-1385
Rh3Se8,74.681,74.321,74.501,mp-1407
P2Ru,190.476,183.797,187.136,mp-1413
HfW2,222.256,222.256,222.256,mp-1400
ZrZn2,103.307,103.307,103.307,mp-1401
DyRh2,154.129,154.129,154.129,mp-1388
Ag2F,83.558,73.254,78.406,mp-1391
TbGe,80.97,80.447,80.709,mp-1405
SmNi2,110.17,110.17,110.17,mp-1402
MgHg,45.593,45.593,45.593,mp-1408
CaSe,47.761,47.761,47.761,mp-1008223
Ti3Sb,119.611,119.611,119.611,mp-1412
Sm2S3,77.351,76.568,76.96,mp-1403
DyN,163.58,163.58,163.58,mp-1410
ZrIr3,267.921,267.921,267.921,mp-1438
CaCd2,38.106,33.644,35.875,mp-1078
Lu2O3,156.458,156.458,156.458,mp-1427
NdSe,73.49,73.49,73.49,mp-1453
GePd,123.401,122.084,122.742,mp-1424
NbNi3,205.155,205.002,205.078,mp-999188
Nb3Ir,218.977,218.977,218.977,mp-1458
SmSe,76.17,76.17,76.17,mp-1447
LiCd,35.162,35.162,35.162,mp-1437
LaIr2,174.499,174.499,174.499,mp-1463
ZrB2,238.244,237.283,237.763,mp-1472
BaSi2,31.859,31.084,31.472,mp-1477
ScS,99.417,99.417,99.417,mp-1476
Re3P4,185.566,182.02,183.793,mp-1474
AlAu4,127.118,127.118,127.118,mp-1490
ErIr2,202.819,202.819,202.819,mp-1495
AlNi,157.34,157.34,157.34,mp-1487
BP,162.017,162.017,162.017,mp-1008559
VB2,286.989,280.61,283.799,mp-1491
Zr3Al,100.33,100.33,100.33,mp-1471
HoTl,55.065,55.065,55.065,mp-1540
TmMg,43.263,43.263,43.263,mp-1505
Al3Pt5,200.313,199.585,199.949,mp-1501
BaS,41.171,41.171,41.171,mp-1500
CaTe,37.042,37.042,37.042,mp-1519
Sn2S3,20.346,13.344,16.845,mp-1509
ZrP2,127.03,125.851,126.441,mp-1523
UB2,212.025,209.669,210.847,mp-1514
Al2Pt,129.675,129.675,129.675,mp-1502
ZrSi2,127.944,124.147,126.046,mp-1515
FeS2,162.931,161.196,162.063,mp-226
LuIr,147.522,147.522,147.522,mp-1529
ZrTe,97.022,91.25,94.136,mp-1319
CeRh3,171.204,171.204,171.204,mp-1518
TbCu2,84.942,83.304,84.123,mp-1527
YS,93.243,93.243,93.243,mp-1534
BeSe,74.87,74.87,74.87,mp-1008524
YB2,163.076,163.072,163.074,mp-1542
ThBe13,117.752,117.752,117.752,mp-1562
Nb3Rh,201.402,201.402,201.402,mp-1545
SrPd2,80.634,80.634,80.634,mp-1558
CaC2,59.067,57.287,58.177,mp-2382752
TbPt3,169.757,169.757,169.757,mp-1549
TbSe,80.122,80.122,80.122,mp-2416214
AlP,82.769,82.769,82.769,mp-1550
CaSi,53.805,53.338,53.572,mp-1563
PrPd3,111.571,111.571,111.571,mp-1571
DyMg3,41.005,41.005,41.005,mp-1546
V3Sb,171.734,171.734,171.734,mp-1555
Be2C,200.504,200.504,200.504,mp-1569
PrMg,37.078,37.078,37.078,mp-1548
Mg3N2,110.105,110.105,110.105,mp-1559
HoNi5,149.715,149.196,149.455,mp-1553
Mo2C,295.279,295.143,295.211,mp-1552
ThNi5,155.39,152.777,154.083,mp-1567
LaTe,54.332,54.332,54.332,mp-1009008
V3Rh,216.564,216.564,216.564,mp-1578
V3Co,208.895,208.895,208.895,mp-1585
Na3P,24.791,24.772,24.781,mp-1598
UO2,206.152,206.152,206.152,mp-1597
Al4C3,159.538,159.226,159.382,mp-1591
NbAu2,176.908,176.797,176.852,mp-1606
YbCu5,99.13,96.902,98.016,mp-1607
Ag2Te,54.182,51.636,52.909,mp-1592
Pt3O4,213.174,213.174,213.174,mp-1604
SiS2,11.254,0.926,6.09,mp-1602
Ho2C,62.508,57.912,60.21,mp-1640
Si2W,220.031,218.855,219.443,mp-1620
Al12Re,98.031,98.031,98.031,mp-1648
ZnPd,140.597,140.493,140.545,mp-1652
TbMg,40.716,40.716,40.716,mp-1635
TbS,96.236,96.236,96.236,mp-1610
Zr3Hg,105.27,105.27,105.27,mp-1630
ErS,99.884,99.884,99.884,mp-1623
Re2P,299.675,293.604,296.64,mp-1637
HfRe2,262.427,262.427,262.427,mp-1689
PrSe,71.671,71.671,71.671,mp-1674
V3Pd,194.62,194.62,194.62,mp-1664
ZnAu,114.545,114.545,114.545,mp-1684
BaPd2,73.421,73.421,73.421,mp-1687
Th2S5,96.76,96.589,96.675,mp-1666
ZrSe3,24.495,5.821,15.158,mp-1683
CdPd,111.885,111.826,111.855,mp-1696
ErAs,79.218,79.218,79.218,mp-1688
ZrAs,118.518,117.456,117.987,mp-1682
Be2Mo,197.618,197.577,197.598,mp-1677
SrSn,32.773,32.695,32.734,mp-1698
LaRh2,131.545,131.545,131.545,mp-1702
MnPt,167.004,165.351,166.177,mp-1670
CaS,56.852,56.852,56.852,mp-1672
CuO,152.093,136.637,144.365,mp-1692
Er3Ge4,78.392,78.095,78.243,mp-1711
SmAs,72.532,72.532,72.532,mp-1738
Sb2O5,126.623,124.45,125.537,mp-1705
BaGe,30.709,29.902,30.305,mp-1730
PuN,159.157,158.251,158.704,mp-1719
FeSi2,182.946,181.164,182.055,mp-1714
Zn13Fe,84.104,82.593,83.349,mp-1722
UAl3,88.376,88.376,88.376,mp-1723
U2Ti,131.1,130.331,130.716,mp-1709
CaZn2,45.128,44.757,44.942,mp-1725
CaZn5,60.234,59.132,59.683,mp-1734
Mo5As4,152.718,152.337,152.527,mp-1743
ThB6,195.95,195.95,195.95,mp-1756
SbPd,104.839,104.807,104.823,mp-1769
ReB2,343.065,332.401,337.733,mp-1773
TmS,102.797,102.797,102.797,mp-1766
Tm2O3,150.148,150.148,150.148,mp-1767
Li15Ge4,28.204,28.204,28.204,mp-1777
ScRh,138.583,138.583,138.583,mp-1780
ErRh2,160.655,160.655,160.655,mp-1762
ErB2,171.53,171.485,171.507,mp-1774
K2Te,13.039,13.039,13.039,mp-1747
ThAs,100.068,100.068,100.068,mp-1753
ThSb,79.402,79.402,79.402,mp-1751
SnAu,73.078,72.651,72.865,mp-1775
YbTe,39.676,39.676,39.676,mp-1779
NdS,86.452,86.452,86.452,mp-1748
UN2,256.399,256.399,256.399,mp-1776
CsF,21.461,21.461,21.461,mp-1784
CeMg3,45.536,45.536,45.536,mp-1798
WSe2,42.737,3.679,23.208,mp-1023936
PrSb,54.454,54.454,54.454,mp-1785
Ti3Au,137.742,137.742,137.742,mp-1786
Zr3Te,105.458,105.446,105.452,mp-1793
SbO2,94.874,70.217,82.545,mp-1400172
YbS,62.187,62.187,62.187,mp-1820
TiAs,118.951,118.279,118.615,mp-1822
ScSe,81.738,81.738,81.738,mp-1782
Al5Rh2,131.338,131.023,131.181,mp-1791
NdMg3,38.838,38.838,38.838,mp-1787
BaAg5,54.035,50.515,52.275,mp-1814
SiF4,7.258,7.258,7.258,mp-1818
SrGa4,48.223,47.873,48.048,mp-1827
TlSe,20.913,19.876,20.394,mp-1836
UF5,21.797,6.771,14.284,mp-1852
LaPt5,178.934,177.725,178.329,mp-1832
Mn2P,193.835,193.262,193.549,mp-1849
YbCd,31.809,31.809,31.809,mp-1857
Ti3Al,114.065,113.856,113.96,mp-999027
SrAu5,90.714,90.319,90.516,mp-1831
TbCu,71.128,71.128,71.128,mp-1837
NbAl3,126.235,126.075,126.155,mp-1842
SnPd2,132.711,128.405,130.558,mp-1851
EuPd2,91.067,91.067,91.067,mp-1854
SiIr3,298.9,297.877,298.389,mp-1841
UN,206.53,206.53,206.53,mp-1865
BaAl4,51.06,50.415,50.737,mp-1903
GaPd2,152.126,148.83,150.478,mp-1869
CaCu5,91.186,89.373,90.279,mp-1882
AlIr,229.406,229.406,229.406,mp-1885
Ta2Ni,229.195,226.871,228.033,mp-1867
TiTe2,25.135,16.234,20.685,mp-1907
SbF3,15.82,10.713,13.266,mp-1880
CeSi2,90.102,88.065,89.084,mp-1898
HfBe13,125.555,125.555,125.555,mp-1878
SnTe,38.189,38.189,38.189,mp-1481
BMo,311.15,311.108,311.129,mp-999198
ZnF2,97.037,92.627,94.832,mp-1873
WC,381.324,379.092,380.208,mp-1008630
CeSn3,58.694,58.694,58.694,mp-1911
LiZn,41.652,41.652,41.652,mp-1934
CeNi5,150.812,141.882,146.347,mp-1910
ErPt3,177.756,177.756,177.756,mp-1913
FeRh,198.729,198.729,198.729,mp-1918
TaAs,177.321,174.228,175.774,mp-1936
BaMg2,21.706,21.696,21.701,mp-1935
CoP3,143.928,143.928,143.928,mp-1944
Fe2B,221.379,220.353,220.866,mp-1915
YGa2,76.824,70.562,73.693,mp-1914
NdB6,174.362,174.362,174.362,mp-1929
ThTe,83.002,83.002,83.002,mp-1921
YbCu,39.004,37.992,38.498,mp-1937
TbSi,90.723,90.714,90.719,mp-1924
Nb3Os,232.709,232.709,232.709,mp-1932
RuSe2,137.146,137.146,137.146,mp-1922
ErNi2,123.362,123.362,123.362,mp-1939
TiMn2,193.082,170.864,181.973,mp-1949
HoCu,73.432,73.432,73.432,mp-1971
TiAl,113.507,113.46,113.483,mp-1953
NbRh,227.641,226.817,227.229,mp-1963
NbSb2,97.015,95.427,96.221,mp-1969
NdSn3,56.558,56.558,56.558,mp-1977
HoPd3,127.535,127.535,127.535,mp-1979
NbGa3,123.195,122.75,122.973,mp-1973
TmGa2,76.467,75.576,76.021,mp-1956
PuO2,196.245,196.245,196.245,mp-1959
ErCu,73.462,73.462,73.462,mp-1955
LaAg,48.529,48.529,48.529,mp-1948
SrTe,32.317,32.317,32.317,mp-1958
TmN,172.542,172.542,172.542,mp-1975
Li2O,78.6,78.6,78.6,mp-1960
La2O3,120.45,111.594,116.022,mp-1968
Al21Pt8,133.252,132.069,132.661,mp-1982
LiHg,32.253,32.253,32.253,mp-2012
V3Ir,239.084,239.084,239.084,mp-2006
FeAs2,138.71,133.236,135.973,mp-2008
RuS2,172.042,172.042,172.042,mp-2030
DyP,87.469,87.469,87.469,mp-2014
HfB2,253.066,251.541,252.303,mp-1994
PrC2,101.112,93.85,97.481,mp-1995
Mg3As2,49.199,49.199,49.199,mp-1990
Ta5Si3,215.425,215.235,215.33,mp-1989
CuSe2,70.59,68.671,69.631,mp-2000
Be2Cu,135.017,135.017,135.017,mp-2031
HfBe5,130.988,130.924,130.956,mp-2025
LaTl3,44.459,44.459,44.459,mp-2001
UP,99.646,99.646,99.646,mp-2011
HfCo,123.98,123.98,123.98,mp-2027
ScMn2,173.388,172.995,173.191,mp-2039
LaCu2,69.447,65.173,67.31,mp-2051
HoSb,61.329,61.329,61.329,mp-2050
MnS,60.757,59.996,60.377,mp-1783
LaSi2,79.783,78.484,79.133,mp-2062
Nb3Sb,173.865,173.865,173.865,mp-2053
Zn3P2,64.529,64.499,64.514,mp-2071
Ni3Se2,105.914,104.596,105.255,mp-2056
Ni3B,219.908,216.019,217.964,mp-2058
ScAs,85.701,85.701,85.701,mp-2052
DyB2,167.705,167.698,167.701,mp-2057
CoS2,127.327,127.327,127.327,mp-2070
RhF3,58.372,51.945,55.159,mp-2068
ThTl3,58.019,58.019,58.019,mp-2061
NbAs,163.264,159.255,161.259,mp-2059
ZrSe2,24.254,7.51,15.882,mp-2076
YN,159.077,159.077,159.077,mp-1017533
Sn2Ir,110.242,110.242,110.242,mp-2083
Ti5Si3,140.588,138.995,139.791,mp-2108
PrGe,70.379,70.212,70.295,mp-2102
Rb2P3,14.76,14.575,14.668,mp-2079
TbC2,119.294,109.523,114.409,mp-2119
PIr2,275.878,275.878,275.878,mp-2082
DyMg,41.646,41.646,41.646,mp-2077
CeAl2,74.275,74.275,74.275,mp-2088
TbN,157.952,157.952,157.952,mp-2117
Hf3Si2,144.852,142.554,143.703,mp-2105
FeCo,189.836,189.836,189.836,mp-2090
TiCu,127.975,127.512,127.744,mp-2078
V3B2,258.072,257.131,257.602,mp-2091
SnO,40.401,19.109,29.755,mp-1065811
LuNi2,72.926,72.922,72.924,mp-2130
HfIr3,278.691,278.691,278.691,mp-2126
Mg2Ni,72.885,69.237,71.061,mp-2137
BaTe2,28.367,28.237,28.302,mp-2150
Mg17Al12,49.768,49.768,49.768,mp-2151
ZnO,128.255,128.079,128.167,mp-1986
YNi5,147.648,147.055,147.351,mp-2152
Te2Os,130.119,130.119,130.119,mp-2142
TiS2,31.136,4.869,18.003,mp-1008682
HoAg2,76.511,75.496,76.004,mp-2120
Nb3Au2,174.054,174.037,174.046,mp-2123
CeP,69.44,69.44,69.44,mp-2154
DyTe,64.339,64.339,64.339,mp-2159
ThSe,101.246,101.246,101.246,mp-2183
HoRh,113.966,113.966,113.966,mp-2163
AlAs,67.291,67.291,67.291,mp-988939
PbSe,46.512,46.512,46.512,mp-2201
TiRe,228.62,228.62,228.62,mp-2179
Fe3Si,210.833,210.833,210.833,mp-2199
P2O5,50.952,29.838,40.395,mp-990076
HfSb2,84.523,84.207,84.365,mp-1018717
ErSb,58.352,58.352,58.352,mp-2191
DyAg,66.847,66.847,66.847,mp-2167
Li2Pt,71.575,62.361,66.968,mp-2170
TiSb,91.263,89.002,90.133,mp-2187
ZnTe,42.833,42.833,42.833,mp-948
DyPd,91.251,91.251,91.251,mp-2226
LuPd,102.592,102.592,102.592,mp-2205
NbSe2,35.13,7.248,21.189,mp-2207
FeNi,185.282,184.521,184.902,mp-2213
ThHg2,79.33,75.85,77.59,mp-2215
ScCo,119.727,119.727,119.727,mp-2212
Er2S3,69.616,69.104,69.36,mp-2234
ErMg,42.316,42.316,42.316,mp-2228
GeS,25.968,16.795,21.382,mp-2242
V3Pt,219.134,219.134,219.134,mp-2211
Zr2Ag,97.936,97.936,97.936,mp-2221
Be2Fe,154.36,154.324,154.342,mp-2225
SnS,25.545,21.128,23.336,mp-1876
HoB2,168.396,168.389,168.393,mp-2267
TbAg,65.884,65.884,65.884,mp-2268
ScB2,192.353,189.907,191.13,mp-2252
Cu3Au,104.875,104.875,104.875,mp-2258
Li3N,51.992,51.977,51.984,mp-2251
Si2Ni,141.692,141.692,141.692,mp-2291
Li2Se,33.677,33.677,33.677,mp-2286
SmSb,55.79,55.79,55.79,mp-2281
AgF2,34.761,25.914,30.338,mp-2284
ErGe,80.876,80.329,80.602,mp-2264
ZrCo,128.339,128.339,128.339,mp-2283
FePt,200.398,200.383,200.39,mp-2260
UF6,4.721,4.714,4.717,mp-2275
LaMg3,37.949,37.949,37.949,mp-2306
DyCu,71.228,71.228,71.228,mp-2334
LaNi5,121.263,107.241,114.252,mp-2317
TmZn,63.975,63.975,63.975,mp-2316
NdC2,105.814,97.651,101.733,mp-2297
MgIn,39.005,38.835,38.92,mp-2313
AsRh2,189.638,189.638,189.638,mp-2302
MoC,351.796,347.205,349.501,mp-1009218
YAl2,79.891,79.891,79.891,mp-2322
NdPd3,115.77,115.77,115.77,mp-2333
Ti3Pt,157.855,157.855,157.855,mp-2339
Al3Ir,150.878,150.405,150.642,mp-2294
TiZn16,79.484,79.107,79.295,mp-2327
Ni3P,199.927,199.91,199.918,mp-2296
B2Mo,301.811,298.487,300.149,mp-960
NiP3,125.545,125.545,125.545,mp-2301
NbO,242.599,242.599,242.599,mp-2311
TbZn2,66.11,65.727,65.918,mp-2338
DyZn,59.752,59.752,59.752,mp-2303
CaGe,48.146,47.996,48.071,mp-2360
Mg2Sn,40.919,40.919,40.919,mp-2343
SnPd,98.784,96.37,97.577,mp-2369
Na2O,45.868,45.868,45.868,mp-1974948
Na2O2,49.935,49.798,49.866,mp-2340
Ti3Hg,118.442,118.442,118.442,mp-2354
Zr2Au,119.277,119.127,119.202,mp-2348
Dy2O3,143.814,143.814,143.814,mp-2345
LaP,71.271,71.271,71.271,mp-2384
LaC2,95.627,88.975,92.301,mp-2367
Ga2Te5,14.601,12.486,13.543,mp-2371
CoSi2,173.636,173.636,173.636,mp-2379
PrNi5,139.794,139.056,139.425,mp-2370
LaS,83.314,83.314,83.314,mp-2350
ErRh,114.582,114.582,114.582,mp-2381
YCd3,56.024,55.043,55.533,mp-2349
TmPt3,179.331,179.331,179.331,mp-2351
PaO2,206.71,206.71,206.71,mp-862855
YbPd3,107.848,107.848,107.848,mp-2391
SrAg5,61.358,60.271,60.814,mp-2410
YTl3,46.531,46.531,46.531,mp-2393
LiAg,41.392,41.392,41.392,mp-1018026
YHg,65.407,65.407,65.407,mp-2399
ErTl3,47.25,47.25,47.25,mp-2431
NaSi,20.825,15.097,17.961,mp-2402
YPt3,169.488,169.488,169.488,mp-2403
Ce3Al,43.376,43.376,43.376,mp-2413
ErGa2,79.266,69.455,74.361,mp-2422
CaAl2,55.933,55.929,55.931,mp-2404
ZrGe2,109.059,107.299,108.179,mp-2430
SrTl,25.126,25.126,25.126,mp-2434
DyPt3,172.498,172.498,172.498,mp-2465
As2Os,169.071,163.741,166.406,mp-2455
GaRh,179.773,179.773,179.773,mp-2444
CaSn,37.582,37.541,37.561,mp-2450
PrCu5,100.176,99.436,99.806,mp-2462
DyS,96.9,96.9,96.9,mp-2470
YAg,65.962,65.962,65.962,mp-2474
SrO,84.99,84.99,84.99,mp-2472
YbIn,35.186,35.186,35.186,mp-2459
ErAu2,104.91,102.711,103.81,mp-2466
